Ship_Name,Mnemonic_All,Mnemonic_Fleet,Mnemonic_Ship,Dept_Name,Trap_Type,Deck_No,Area,Location,Location_Trap,Count_Type
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Dish Wash,Cabinet,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Dish Wash,Dish Washer,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Dish Wash,Dirty Landing Table,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Hot Section,Deep Fat Fryer,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Hot Section,Ice Machine (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Buffet Pantry,Bain Marie,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Grill,Fryer (Tech Space),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,12,Borough Market Galley,Grill,Oven,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,12,Sea & Grass Galley,Service Area,Dirty Landing,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,12,Sea & Grass Galley,Pantry,Pot Wash (Counter),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,12,Sea & Grass Galley,Pantry,Ice Machine (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Cold Galley,Upright Fridge 3,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Cold Galley,Dry Shelf (Sink),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Cold Galley,Counter Fridge No. 7 (T/Space),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Cold Galley,Dry Item Cabinet,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,6,Main Galley,Chef Locker 1,Entrance RHS,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,6,Main Galley,Chef Locker 2,Entrance LHS,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Dish Wash,Hand Wash Sink,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Dish Wash,Dish Washer No. 1,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Dish Wash,Biodigester,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Dish Wash,Waiter Table (Dirty Area),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Bakery,Dough Roller (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Bakery,Shelf,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Bakery,Bakery Oven (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pastry,Oven 2 & 3 (Between),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pastry,Fridge 12,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pastry,Fridge 8,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pastry,Knife Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pot Wash,Biodigester,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pot Wash,Dirty Table,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pot Wash,Pot Washer (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Pot Wash,Clean Side,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Rational Oven AFT (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Rational Oven 1,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Hot Plate (Pasta),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Salamander,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Compressor 9 (Tech Space),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,6,Main Galley,Hot Section,Bain Marie 2,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Service Line,Counter Fridge,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Service Line,Oven 1 (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Service Line,Dry Cabinate,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Pot Wash,Pot Wash Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Pot Wash,Shelf PORT (Clean Side),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Pot Wash,Dirty Table,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,S,5,Crew Galley,Chef Locker,Dry Shelf,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Dish Wash,Shelf (Clean Side),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,5,Crew Galley,Dish Wash,Biodigester,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Fish Preparation,Processing Area,Door (Behind),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Fish Preparation,Processing Area,Knife Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Vegetable Preparation,Processing Area,Dry Item Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Vegetable Preparation,Processing Area,Sanitising Sink,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Butchers,Processing Area,Dirty Table ,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Galley,SS,4,Butchers,Processing Area,Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,SS,5,Crew Mess,Service Line,Cold Well,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,SS,5,Crew Mess,Service Line,Ice Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,S,5,Staff Mess,Service Line,Exit Door (Behind),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,SS,5,Staff Mess,Service Line,Hand Wash Sink,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,S,5,Staff Mess,Service Line,Compressor (Tech Space),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,SS,5,Officers Mess,Service Line,Fridge,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,S,5,Officers Mess,Service Line,Toast Machine (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,S,5,Officers Mess,Pantry,Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Messes,S,5,Officers Mess,Pantry,Fridge,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 18,Shelf (Entrance),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 18,Shelf MID,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 18,Shelf FWD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 19,Shelf (Entrance),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 19,Shelf MID,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Dry Store 19,Shelf FWD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,SS,4,Provisions,Provisions Corridor AFT,Room number 8 RHS,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Provisions Corridor AFT,Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Provisions,S,4,Provisions,Provisions Corridor AFT,Room Number 7 RHS,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Observatory Bar,Bar Counter,Beer Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Observatory Bar,Pantry,Ice Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Coffee Shop Fwd,Bar Counter,Service area,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Coffee Shop Fwd,Pantry,Glass Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Pool Bar Aft,Bar Counter,Compressor (Fridge No. 1),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Pool Bar Aft,Pantry,Ice Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,12,Borough Bar,Bar Counter,Hand Wash Station,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,S,12,Gelato Bar,Bar Counter,Display Area,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,10,Consulate Bar,Bar Counter,Hand Wash Siink,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,10,Consulate Bar,Pantry,Glass Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,8,Purple Turtle ,Bar Counter,Beer Keg,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,8,Palladium Pantry,Pantry,Ice Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,M,7,Palladium Bar,Bar Counter,Fridge Compressor,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Sw 19 Bar,Bar Counter,Glasses Rack,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,S,7,Botanical Bar,Draught Beer Room,Service Area,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Botanical Bar,Draught Beer Room,Pantry,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Botanical Bar,Draught Beer Room,Glasses Rack,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Raffles Bar,Bar Counter,Compressor,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Wine Cellar 1,Service Area,Compressor,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,7,Wine Cellar 2,Service Area,Co2 Cylinders,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,5,Dickens Bar,Bar Counter,Coffee Machines,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,SS,5,Dickens Bar,Pantry,Ice Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,S,2,Crew Bar,Bar Counter,Fridge Compressor 1 & 2,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Bars,S,2,Crew Bar,Pantry,Standing Fridge,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,S,12,Buffet,Sugar Bar Service Line,Compressor PORT,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,S,12,Buffet,Sugar Bar Service Line,Compressor STBD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,S,12,Buffet,Coffee Station,Coffee Machine STBD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,S,12,Buffet,Coffee Station,Coffee Machine MID (Tech),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,S,12,Buffet,Coffee Station,Coffee Station (Outside),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Restaurant,SS,12,Graze 'n' Grains,Pantry,Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Compactor (Rear),QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Burner No. 1,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Burner No. 2,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Burner No. 3,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Electrical Panel,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Shell Door STBD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Recycling_Centre,SS,4,Incinerator,Processing Area,Shell Door PORT,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,11,Housekeeping Pantries,Pantry FWD (Cabin 11109),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,11,Housekeeping Pantries,Pantry AFT (Cabin 11186),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,10,Housekeeping Pantries,Pantry FWD (Cabin 10140),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,10,Housekeeping Pantries,Pantry AFT (Crew Lift),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,9,Housekeeping Pantries,Pantry FWD (Cabin 9126),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,9,Housekeeping Pantries,Pantry AFT (Crew Lift),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,6,Housekeeping Pantry,Pantry FWD (Crew Lift),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,5,Housekeeping Pantry,Pantry AFT (Crew Lift),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Housekeeping,SS,4,Housekeeping Pantry,Pantry MID (Cabin ST160),Cleaning Locker,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,2,Crew Laundry,Washing Area,Washing Machine,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,2,Crew Laundry,Drying Area,Dryer ,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,1,Main Laundry,Washing Area,Washing Machine No. 2  ,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,1,Main Laundry,Drying Area,Dryer No. 2,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,1,Main Laundry,Ironing Area,Flat Iron,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,1,Main Laundry,Pressing Area,Pressing Machine No. 2,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Laundry,SS,1,Main Laundry,Linen Store,Shelves MID,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Pot Wash,Triple Sink,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Hot Galley,Fridge,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Hot Galley,Rational,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Plate Wash,Double Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Plate Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Beverage Station,Ice Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Brough Market,Beverage Station,Coffee Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,S,11,Alfresco Grill,Pizza STBD,Centre (Technical Space),QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Lupino's,Pizza STBD,Under Hot Plate,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,11,Lupino's,Pizza STBD,Microwave,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Beverages,Beverage Counter,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Beverages,Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Beverages,Left Hand Coffee Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Beverages,Ice Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Double counter work area,Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Hot Galley,Hi Touer Salamander,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Hot Galley,Deep Fat Fryer,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Hot Galley,Full Height Rational Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Plate Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Plate Wash,Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,6,Hollyrood & Saffron Galley,Pot Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Plate Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Plate Wash,Large Washer (Exit),QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Cold Galley,Knife Locker,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Cold Galley,Sink,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Cold Galley,Serving Line,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Cold Galley,Fire Point 05.05.02 RHS,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Hot Galley,Serving Line #1,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Hot Galley,Serving Line #4,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Hot Galley,Deep Fat Fryer,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Hot Galley,Centre Rational Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Soup Section,Centre Soup Kettles,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Soup Section,Centre Tilting Pan,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Pot Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Pot Wash,Clean Racks (Corner),QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Opposite Chef's Office,Food Elevator LHS,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Opposite Chef's Office,Coffee Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Pastry,Baking Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Pastry,Serving Line,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,5,Galley,Pastry,Right Hand Mixer,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Meat Preparation,Processing Area,Double Sink,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Meat Preparation,Processing Area,Bandsaw,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Meat Preparation,Processing Area,Knife Locker,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Meat Preparation,Pot Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Meat Preparation,Pot Wash,Cleaning Locker,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Bakery,Processing Area,Mixers,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Bakery,Processing Area,Baking Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Bakery,Processing Area,Wash Hand Basin (Proving Cabinet),QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Hot Galley,Deep Fat Fryer,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,S,4,Crew Galley,Hot Galley,Fridge 33,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Hot Galley,Right Hand Rational Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Pot Wash,Pulper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Pot Wash,Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Soup Section,Rational Oven,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Soup Section,Fridge 34,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Plate Wash,Puper,QRC
Ambition,ACLX-TION,ACLX,TION,Galley,SS,4,Crew Galley,Plate Wash,Cleaning locker,QRC
Ambition,ACLX-TION,ACLX,TION,Messes,SS,4,Crew Mess,Plate Drop,Food Bins,QRC
Ambition,ACLX-TION,ACLX,TION,Messes,S,4,Crew Mess,Servery,Soup Station LHS,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,4,Upper Provisions,Loading corridor,Shell Door STBD LHS,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,4,Upper Provisions,Loading corridor,Fire Point 4.5.2,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,SS,4,Upper Provisions,Loading corridor,Elevators (Between),QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,SS,4,Upper Provisions,Loading corridor,Water Tight Door B402 RHS,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,4,Upper Provisions,Loading corridor,Shell Door PORT RHS,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,SS,4,Upper Provisions,Beverage Store,Wash Hand Basin,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Corridor,Loading Lift Pit,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Corridor,Jacket Cabinet ,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Corridor,Stairs,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Corridor,Fire Point 03.05.03,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Dry Store,Watertight Door 307,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Dry Store,Hand Wash Port ,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Dry Store,Chiller Fan Unit,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Wine Tank Room,Compressors,QRC
Ambition,ACLX-TION,ACLX,TION,Provisions,S,3,Lower Provisions,Wine Tank Room,Cleaning Locker,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,S,11,Pool Bar,Counter,Espresso Machine (T/Space),QRC
Ambition,ACLX-TION,ACLX,TION,Bars,S,11,Pool Bar,Counter,Speed Rack,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,11,Pool Bar,Pantry,Washer,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,S,11,Consulate Bar,Counter,Speed Rack,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,11,Consulate Bar,Pantry,Ice Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,11,Consulate Bar,Pantry,Washer,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,7,The Cavern,Counter,Compressor PORT,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,7,The Cavern,Counter,Compressor STBD,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,7,The Cavern,Pantry,Glasswash Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,6,Clifton Lounge,Counter,Speed Rack,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,6,Clifton Lounge,Pantry,Glasswash Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,S,6,Angel Bar,Counter,Compressor (CMFRI),QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,6,Angel Bar,Pantry,Glasswash Machine,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,5,Galley,Wine Cellar,Shelf Racking,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,5,Purple Turtle Wine Bar,Counter,Speed Rack LHS,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,5,Purple Turtle Wine Bar,Counter,Compressor (Fridge #2),QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,5,Purple Turtle Wine Bar,Pantry,Glass Rack,QRC
Ambition,ACLX-TION,ACLX,TION,Bars,SS,5,Pendennis Bar,Counter,Coffee Machine (MRFRI),QRC
Ambition,ACLX-TION,ACLX,TION,Bars,S,4,Crew Bar,Counter,Speed Rack,QRC
Ambition,ACLX-TION,ACLX,TION,Restaurant,S,11,Borough Market,,Hot Water Trap,QRC
Ambition,ACLX-TION,ACLX,TION,Restaurant,S,11,Borough Market,,Port Side - Water Dispenser,QRC
Ambition,ACLX-TION,ACLX,TION,Restaurant,S,11,Borough Market,,Aft - Water Dispenser,QRC
Ambition,ACLX-TION,ACLX,TION,Restaurant,S,11,Borough Market,,Stbd - Water Dispenser,QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,4,Upper Recycling Centre,Processing Area,Chemical Locker,QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,4,Upper Recycling Centre,Processing Area,Can Crusher,QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,4,Upper Recycling Centre,Processing Area,Glass Crusher,QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,4,Upper Recycling Centre,Processing Area,Waste Locker Alarm Unit,QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,4,Upper Recycling Centre,Processing Area,Air Ducting (Corridor Door),QRC
Ambition,ACLX-TION,ACLX,TION,Recycling_Centre,SS,2,Lower Recycling Centre,Processing Area,Incinerator,QRC
Ambition,ACLX-TION,ACLX,TION,Housekeeping,SS,8,Housekeeping Pantry,Pantry FWD (Opp. 8050),Microwave,QRC
Ambition,ACLX-TION,ACLX,TION,Housekeeping,SS,8,Housekeeping Pantry,Pantry FWD (Opp. 8050),Washer,QRC
Ambition,ACLX-TION,ACLX,TION,Laundry,S,3,Main Laundry,Washing Area,Washer #5 (AGE/D&V),QRC
Ambition,ACLX-TION,ACLX,TION,Laundry,S,3,Main Laundry,Washing Area,Washer #2,QRC
Ambition,ACLX-TION,ACLX,TION,Laundry,S,3,Main Laundry,Drying Area,Dryer #4 Behind,QRC
Ambition,ACLX-TION,ACLX,TION,Laundry,S,3,Main Laundry,Drying Area,Jenson EX800 input,QRC
