Ship_Name,Mnemonic_Both,Mnemmonic_Fleet,Mnemonic_Ship,EFK_Type,Deck_No,Department,Area,Location,Install_Date,Type_UVT,Count Type
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fly Shield 2,15,Buffet,ST13 Hot Pot,Crew Door 1150, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fly Shield 2,15,Buffet,ST14 Hot Pot,Woman Toilet Sign, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Provisions,Loading Area,Shell Door STBD, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Provisions,Loading Area,Beverage Store, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Provisions,Loading Area,Shell Door PORT, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Provisions,Provision Lift Area,Provision Lift, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Provisions,Provision Lift Area,Human Resources Point, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,3,Provisions,Corridor (Stairs),NEC Wi-Fi, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,3,Provisions,Corridor (Stairs),Red Wine, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,3,Provisions,Preparation Corridor,Water Fountain, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,8,Bars,Crew Disco,Bar Area, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,8,Bars,Crew Disco,Games Room, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Bars,Crew Bar,Picture, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Bars,Crew Bar,Port Hole 3, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Garbage,Sorting Room,Bins, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Garbage,Main Garbage,Silo B, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,GLU-60,4,Garbage,Main Garbage,Hoist Control, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Provision Office, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Ships Plans (Opp Fire Station), ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Stairway H, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Stairway 3, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Telephone 3543, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Corridor,Print Shop (Opposite), ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Pax Gangway FWD STBD,Switch, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Pax Gangway FWD POR,Telephone 2385, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Gangway STBD,Human Resources Point, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Pax Gangway MID PORT,Telephone 2388, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Pax Gangway MID STBD,Telephone 2387, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Gangway MID PORT,Telephone 3530, ,STD,QRC
MSC Bellissima,MSCX-BELL,MSCX,BELL,Fusion 4,4,Housekeeping,Crew Gangway MID STBD,Escape Hatch, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,16,Galley,Yatch Club Galley,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,15,Galley,Lemuse Galley,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,14,Galley,Cafeteria Galley,Toilet 1331, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Main Galley,Fire Point 705115, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Main Galley,Pantry AFT (Chiller), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Gardemanger,Wash Hand Basin, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Main Galley,Television, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Dish Wash,Telephone 2273, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,6,Galley,Dish Wash,Red Co2 Alarm x2, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Garde Manger,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Pastry,Hi-Fog CRV457-01, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Main Galley,Television, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Main Galley,Telephone 2672, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Dish Wash,Fire Point 704016, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Room Service,Telephone 2674, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Pastry,Wash Hand Basin, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Pastry,Chiller (End), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Bakery,Telephone 2677, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Bakery,Bin (Elec FV831), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Bakery,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Butcher,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,5,Galley,Main Galley PORT,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Officer Mess,Entrance, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Officer Mess,Port Hole 2, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Staff Mess,Plate Scrape Counter, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Staff Mess,Pictures (Face & Funny Head), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Petty Officer Mess,Plate Scrape, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Messes,Petty Officer Mess,Port Hole 2, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Large),Plate Scrape, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Large),Television, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Large),Port Hole 1 & 2, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Large),Port Hole 5, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Small),Clock, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Small),Port Hole 3, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Messes,Crew Mess (Small),Muster list, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Loading Area STBD,Shell Door, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Provision Corridor,Fire Point 803044, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Provision Corridor,Steering Gear Door 332, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Loading Area,4th Elevator, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Loading Area PORT,Shell Door, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Provision Corridor,Fruit & Veg Prep (Outside), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Provisions,Loading Area STBD,CCTV, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,3,Provisions,Loading Area,Electrical Sub-station 672, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,3,Provisions,Corridor,Fire Door (Crew Stairs 29), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,3,Provisions,Corridor,Ice Cream Freezer, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Dirty Station PORT AFT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Children's Corner PORT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Daily Special PORT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Carving Station PORT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Fruit Station PORT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Dirty Station FWD PORT, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Coffee Station, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Dirty Station FWD STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Fruit Station STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Carving Station STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Daily Special STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,14,Restaurant,Callumet Buffet,Ethnic Corner STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fly Shield 2,14,Restaurant,Callumet Buffet,Dirty Station AFT STBD, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,MSC Convex,4,Bars,Crew Bars,Sammontana Sign, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Garbage,Sorting Room,Pink Bins, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Garbage,Main Garbage,Telephone 2540, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-90,4,Garbage,Main Garbage,Deck Vent, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Garbage,Main Garbage,Compactor Machine, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-90,4,Garbage,Main Garbage,Densifier, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Housekeeping,Crew Corridor FWD,Crew Shop, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,GLU-60,4,Housekeeping,Crew Corridor FWD,Fire Point 206030, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Housekeeping,Crew Corridor FWD,Smile Mirror, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Housekeeping,Crew Corridor FWD,Fire Door 2163, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Housekeeping,Crew Corridor FWD,Smile Pictures, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Crew Corridor AFT,Service Alley 303, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Crew Corridor AFT,Human Resources (ECR), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway FWD PORT,Shell Door 402, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway FWD PORT,Gangway, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway FWD STBD,Shell Door 401, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway FWD STBD,Gangway, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway Mid PORT,Ventilation Over Pressure, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway Mid PORT,Sockets (Red/White), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway MD STBD,Ventilation Over Pressure, ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Gangway MD STBD,Telephone Socket (Ref:2), ,STD,QRC
MSC Divina,MSCX-DIVI,MSCX,DIVI,Fusion 4,4,Deck,Crew Corridor AFT,Mirror, ,STD,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),19,Galley,One Pool Pantry ,Red Sounder RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),19,Galley,Food Lift ,Entrance,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),18,Galley,Dish wash , Bins ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),15,Galley,Garde Manager/Pastry,Notice Board ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),15,Galley,Dish Wash PORT, Bins,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),15,Galley,Pot Wash,Bins,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),15,Galley,Dish Wash STBD,Bins,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),6,Galley,Le Greer,Cold Preparation Svce Line (Opp.),Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),5,Galley,Bottom of Escalator,Manual Callpoint ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),5,Galley,Corridor ,Notice Board ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),5,Galley,Pastry/Ice Cream,Bulkhead Grey Box G5AB75D (Opp.),Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),5,Galley,Garde Manager/Pastry,Bakery Oven ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),5,Galley,Garde Manager/Pastry,Red Alarm LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),3,Galley,Meat Preparation,Bins,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),3,Galley,Pot Wash,Entrance,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,American Mess,Quiet Mess Area WHB LHS ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,American Mess,Port Hole 4 & 5,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,American Mess,"Rear Service Line, Grey C9AB73D RHS ",Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,International Restaurant ,Port Hole 1 & 2 ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,International Restaurant ,Rear Service Line Sign LHS ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,International Restaurant ,Bins,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Messes,International Restaurant ,Dish Wash Plate Scrape RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Mediterranean Mess,Rear Service Line Sign LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Mediterranean Mess,Port Holes 1 & 2,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Mediterranean Mess,Port Holes 3 & 4,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Mediterranean Mess,Television LHS ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Crew Burger Mess,Hot Plates LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Messes,Crew Burger Mess,Red Bulkhead Hand Wash Sink ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Provisions,Loading area PORT,Fire Plan LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),4,Provisions,Loading area PORT,Grey Elec Box D1AB73B RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Provisions,Loading area STBD,Elec Box BOP1 LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Provisions,Loading area STBD,Telephone 2193 LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),3,Provisions,Main Corridor,Fire Point 603.005 RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),3,Provisions,Freezer Corridor,Grey Box T6AB63B LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),3,Provisions,Freezer Corridor,Grey Box T6AB63C LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),3,Provisions,Elevator Corridor PS,Telephone 2187 LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),8,Bars,Crew Disco,Port Hole 2 & 3,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Bars,Crew Bar,Entrance Door,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Bars,Crew Bar,Speaker RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),6,Restaurant,Wine Cellar PORT,Entrance Door RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),6,Restaurant,Beverage Station PORT,Doors to Escalator,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),6,Restaurant,Beverage Station STBD,Doors to Escalator,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),6,Restaurant,Wine Cellar STBD,Grey Box BJM7 RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Recycling,Sorting Room,Telephone IT631041 LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),4,Recycling,Main Recycling Room,Pulper Disposal RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Recycling,Main Recycling Room,Hopper B,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),4,Housekeeping,Crew Corridor,Fire Point 702.055 RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-10 (LED),4,Housekeeping,Crew Corridor (Fire Point 604.027),Wash Bins Door 341 RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Housekeeping,Crew Corridor,Crew Stair E LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Housekeeping,Crew Corridor,Crew Stair J LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,GLU-15 (LED),4,Housekeeping,Crew Corridor,Print Shop (Opp.),Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Family & Kids ,Service Station 1 & 2 PORT,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Market Place,Cold Cut PORT,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Market Place,Service Station Aft PORT,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Market Place,Service Station Aft STBD ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Market Place,Cold Cut STBD ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),15,Buffet ,Family & Kids ,Market Place Entrance STBD  ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck,Gangway MID PORT,Elec FD-04-05-32 LHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck,Gangway MID STBD,Staircase P,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck,Gangway MID Pax STBD,Security Gate,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck ,Gangway FWD Ramp 403,Grey  Sockets RHS,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck ,Gangway FWD Ramp PORT,Grey Sockets,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck ,Gangway Pax PORT,Fire Plan ,Jan-24,LED,QRC
MSC Euribia,MSCX-EURI,MSCX,EURI,Vanquish (LED),4,Deck ,Gangway Pax STBD,Shell Door 401,Jan-24,LED,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,15,Galley,Dish Wash ,Telephone: 2752, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,15,Galley,Cold Section ,Hobart , ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,7,Galley,Butchers Cut,Cold Wash Area PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,Fly Shield 2,7,Galley,Butchers Cut,Wood Panels PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Dish Wash Area,Bins AFT STBD (Alarms), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Pantry,Bins STBD, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Dish Wash,Bins, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Pantry,Fire Point 705.081 PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Pantry,Hi-Fog CRV467 PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Garde Manger,White Notice Board PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Pantry,Pasta Machine PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,6,Galley,Pantry,Bins PORT (CRV467-04), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Dish Wash Area,Telephone: 2674, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Pastry,Hobart Mixer STBD , ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Pastry,Bins STBD (Co2 Cabinet), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Ice Cream ,Hobart STBD, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Bakery,Telephone: 2544, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Bakery,Bins PORT (Elec Box FV831), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Pot Wash,Bins PORT (Opp. Pot Wash), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Butchers,Butchers Corridor PORT, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Fish,Fish Preparation (Outside), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Hot Galley,Pot Wash Bins (Red Alarms), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,Fly Shield 1,5,Galley,Garde Manger,Wash Hand Basin, ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Hot Galley,Television PORT (Baby Menu), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Hot Galley,Bins (White Notice Board), ,STD,QRC
MSC Fantasia,MSCX-FANT,MSCX,FANT,GLU-60,5,Galley,Wine Cellar ,Bins (Opp. Wine Cellar), ,STD,QRC
