Ship_Name,Mnemonic_Both,Mnemmonic_Fleet,Mnemonic_Ship,EFK_Type,Deck_No,Department,Area,Location,Install_Date,Type_UVT,Count Type
Ambience,ACLX-ENCE,ACLX,ENCE,Mantis 1 x 2,6,Galley,Galley,Corridor, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15W),5,Galley,Plate Wash,Entrance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15w),4,Provisions,Loading Area,Shell Door PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15w),4,Provisions,Loading Area,Shell Door STBD, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15w),4,Provisions,Butchers,Entrance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,14,Bars,Dome Bar,Corridor PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15w),2,Bars,Crew Bar,DJ Entrance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Mantis 1 x 2,2,Bars,Crew Bar,Pantry Entance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,12,Restaurant,Borough Market,Bulk Head PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,12,Restaurant,Borough Market,Bulk Head STBD, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,12,Restaurant,Sugar Bar,Bulk Head STBD, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,12,Restaurant,Sugar Bar,Bulk Head PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab uplighter,12,Restaurant,Graze N Grains,Pantry Entance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 2 (15w),5,Restaurant,Crew Mess,Bulk Head PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15w),5,Restaurant,Crew Mess,Bulk Head STBD, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 2 (15w),5,Restaurant,Staff Mess,Emergency Door, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 2 (15w),4,Deck,Incinerator,Entrance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab Uplighter,4,Deck,Incinerator,Bulk Head PORT, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15W),4,Deck,Incinerator,Compactor, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15W),4,Deck,Incinerator,Fridge Bulkhead, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 3 (15W),4,Deck,Incinerator,Garbage Chute, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Ecolab Uplighter,3,Housekeeping,Stair Kilo,FSD No. 3.26, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Mantis 1 x 2,4,Technical,Pantry,Entrance, ,STD,QRC
Ambience,ACLX-ENCE,ACLX,ENCE,Starkey 2 (15w),4,Technical,Pantry,Changing Room, ,STD,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Restaurant,Borough Market,Stbd Aft Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Restaurant,Borough Market,Port Aft Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Restaurant,Borough Market,Stbd Next to Juice Stn,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Restaurant,Borough Market,Port Aft Coffee Stn,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Galley,Borough Market,Port Bins,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Galley,Borough Market,Biodigester,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Galley,Pool Grill,LHS Waiter Station,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),11,Galley,Lupinos Galley,Fire Exit 04.04.01,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),6,Galley,Crew Corridor,STBD Opposite Galley Entrance,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),6,Galley,Holyrood Galley,PORT Bins,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Galley,Crew Corridor,PORT Side,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Galley,Crew Corridor,STBD Side,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),5,Galley,Pastry,Bins,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Galley,Chef's Office,Above Window,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),5,Galley,Cold Pantry,RHS Dry Store Cabinet,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Galley,Dish Wash,Bins,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Galley,PORT Enterance,Opposite Notice Board,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Galley,Crew Galley,RHS Potwash Entrance,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Galley,Dish Wash,Opposite Dish Washing Machine,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Galley,Preperation Area,Opposite Potwash,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),5,Housekeeping,PORT Gangway,Forward Bulkhead,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),5,Housekeeping,STBD Gangway ,Forward Bulkhead,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Housekeeping,PORT Gangway,Opposite AFT Shell Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),5,Housekeeping,STBD Gangway ,Opposite FWD Shell Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),11,Bars,Consulate Bar,Port Side by Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),11,Bars,Pool Bar,Opposite Coffee Machine,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),5,Bars,Pendennis Bar,Pantry RHS Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Bars,Crew Bar,LHS Door,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Messes,Crew Mess,RHS Plate Hatch,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Messes,Crew Mess,Opposite Drink Station,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,Vanquish (LED),4,Messes,Crew Mess,Officer's Tables by Elephant Painting,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Messes,Crew Mess,Servery by Porthole,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Garbage,Recycling Centre,RHS Stairs,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Garbage,Recycling Centre,Waste Oil Tank,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Garbage,Recycling Centre,Aft Entrance Bins,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Garbage,Recycling Centre,Opposite Biodigester,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Provisions,Loading Area,Opposite Lifts,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Provisions,Shell Door,RHS Morgue,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),4,Provisions,Shell Door,Damage Control Sign,Jul-24,LED,QRC
Ambition,ACLX-TION,ACLX,TION,GLU-80 (LED),3,Provisions,Storage Area,RHS Fire Door 3506,Jul-24,LED,QRC
Ocean Albatros,ALEX-OALB,ALEX,OALB,GLU-60,5,Galley,Plate Wash,Plate Drop, ,STD,QRC
Ocean Albatros,ALEX-OALB,ALEX,OALB,GLU-60,5,Galley,Pot Wash,Fountain, ,STD,QRC
Ocean Victory,ALEX-OVIC,ALEX,OVIC,GLU-60,4,Galley,Test,Test, ,STD,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,Wall Fly Stainless (LED),5,Bars,Pantry,Entrance,Jul-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,Wall Fly Stainless (LED),4,Restaurant,Library,Bins,Jul-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,Wall Fly Stainless (LED),3,Restaurant,Nao Victoria Restaurant,Entrance FWD STBD,Jul-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,Wall Fly Stainless (LED),3,Restaurant,Galley Entrance,Phone Point,Jul-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-15 (LED),3,Galley,Service Galley,Stairway,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),2,Galley,Main Galley,Entrance (Corridor),Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-15 (LED),2,Deck,Garage,Galley Entrance,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-15 (LED),2,Deck,Garage,Mess Entrance,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-15 (LED),2,Deck,Garage,Garbage Freezer,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),2,Deck,Garage,Shell Door STBD,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),2,Messes,Crew Mess,Bins,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),2,Messes,Crew Mess,Corridor,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),2,Recycling_Centre,Main Garbage,Shredder,Jan-24,LED,QRC
Magellan Explorer,ANTA-MAGX,ANTA,MAGX,GLU-10 (LED),1,Stores,Midship,Stairway,Jan-24,LED,QRC
Caledonian Sky,APTX-CSKY,APTX,CSKY,Ecolab Uplighter,5,Galley,Lido,Buffet, ,STD,QRC
Caledonian Sky,APTX-CSKY,APTX,CSKY,Bar 1 (20W),1,Galley,Provision,Digester, ,STD,QRC
Caledonian Sky,APTX-CSKY,APTX,CSKY,Mantis 1 x 2,1,Galley,Bakery/Pastry,Telephone (Corridor), ,STD,QRC
Caledonian Sky,APTX-CSKY,APTX,CSKY,Mantis 1 x 2,2,Recycling_Centre,Main Galley,Service Pass, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,17,Galley,(FZ2) Corridor ,Notice Board, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,16,Galley,(FZ6) STAIRCASE ,Crew Toilet, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,16,Galley,(FZ6) Buffet ,PT  Fire Door-16-6-008, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,16,Galley,(FZ6) Buffet ,Fire Door-16-6-007, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,16,Galley,Buffet,Terrace Outdoor Buffet PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,16,Galley,Buffet,Terrace Outdoor Buffet STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,16,Galley,(FZ6) Galley,FD16-6-013, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,16,Galley,(FZ5) Galley,Pantry STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,15,Galley,(FZ6) Galley AFT,Chemical Dispenser, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,8,Galley,(FZ6) Al Waha Upp.,Dish Wash , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,8,Galley,(FZ6) Al Waha Upp.,FE 08-06-63, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,8,Galley,(FZ4) Outdoor Grill ,Fire Door 08-4-21, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,8,Galley,(FZ5) Bamboo,Ice Machine, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,7,Galley,(FZ3) BL Corridor ,Fire Door-07-4-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,7,Galley,(FZ3) BL Galley,Wash Hand Basin, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ6) Bakery,HI FOG 1, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ6) Main Galley ,Dish Wash , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ6) Main Galley ,Fire Door 06-5-012, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ6) Escalator,Escalator #1 (Bottom), ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,6,Galley,(FZ6) M. Galley CORR,Fire Door 06-6-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ2)Layalina,Pantry, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,6,Galley,(FZ2)Layalina,Crew Landing Area Silk Road Galley, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Galley,(FZ6) Officer Mess,Fire Door 05-5-008, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,5,Galley,(FZ6) Crew Galley,Entrance , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Galley,(FZ6) Crew Mess ,Ice Machine FWD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Galley,(FZ6) Crew Mess ,Locker B-05-6-003, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Galley,(FZ6) Crew Mess,Camera, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,5,Galley,(FZ6) Crew Scullery,Bins AFT , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,5,Galley,(FZ6) Crew Scullery,Bins FWD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,5,Galley,(FZ6) Crew Galley,FST 05-06-35, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,4,Galley,(FZ5) Poultry Prep,Bins, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,4,Galley,(FZ6) Meat Prep,Entrance , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,4,Galley,(FZ6) Fish Prep,Hand Wash, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Cobra,3,Galley,(FZ6) Veg Prep,Potato Peeler, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Messes,(FZ6) Crew Mess,Ice Machine AFT , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Messes,(FZ6) Crew Mess,Camera AFT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Corridor PT ,Water Fountain , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Corridor ,Meat Preparation, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Corridor ,EEBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Loading Gangway,FST 04-06-61, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Loading Door,Bulkhead AFT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Crew Lift,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) Crew Lift,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ6) LOADING AREA ,Clock, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Provisions,(FZ5) LOADING DOOR ,Bulkhead AFT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,3,Provisions,(FZ6) Corridor ,Vegetable Room (Opposite), ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,3,Provisions,(FZ6) Corridor ,Fire Door 03-6-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,3,Provisions,(FZ6) Corridor ,Crew Luft STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,3,Provisions,(FZ5) Corridor ,Fire Station 03-05-53, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,5,Bars,(FZ1) Crew Bar,Entrance , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Restaurant,(FZ6) DDRU Exit,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Restaurant,(FZ6) DDRU Exit,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Restaurant,(FZ4) Hotpot ,Fire Door 08-5-014, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Restaurant,(FZ3) Steak House,Exit STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Restaurant,(FZ6) DDR Lower,Entrance , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Garbage,(FZ5) Garbage Corridor,Cold Room, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Garbage,(FZ5) Garbage Room,Co2 Station 1, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Garbage,(FZ5) Garbage Room,Glass #2, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Garbage,(FZ5) Garbage Room,Closed Loop P/P #4, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Garbage,(FZ5) Garbage Room,Food Waste Chute, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,3,Garbage,Bio Waste Room,Compartment 17, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Housekeeping,(FZ3) Board Walk,Exit Door STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Housekeeping,(FZ3) Board Walk,Exit Door PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Housekeeping,(FZ5) Hotpot Exit,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Housekeeping,(FZ5) Hotpot Exit,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,8,Housekeeping,(FZ5) UMI UMA ,Exit, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,8,Housekeeping,(FZ4) Staircase P-04-18,Near Phone, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ6) Corridor,Crew Entrance Elevator PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ6) Corridor,Crew Entrance Elevator STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ5) Corridor ,Fire Door AL-07-5-37, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ5) Corridor  ,ST FL FST-07-05-48, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ4) Crew Corridor STBD,Fire Door AL-07-4-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ4) Crew Corridor PORT,Fire Door AL-07-4-001, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ3) Shop Exit PORT,TD-07-3-001, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ3) BL Exit  STBD,TD-07-3-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ2) Zodiac Lobby,TD-07-2-002, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,7,Housekeeping,(FZ2) Zodiac Lobby,TD-07-2-001, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ1) Corridor ,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ1) Corridor ,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,7,Housekeeping,(FZ4) Staircase PORT,FD-07-4-014, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Housekeeping,(FZ5) Tender Lobby,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Housekeeping,(FZ5) Tender Lobby,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Housekeeping,(FZ5) Corridor ,Fire Door-05-5-006, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Housekeeping,(FZ3) Tender.Lobby ,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,5,Housekeeping,(FZ3) Tender.Lobby ,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ5) Tender Lobby,Fire Locker 5, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ5) Tender.Lobby,FB OFF, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ 5) TL Workshop,Al;eyway, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ 5) TL Workshop,Entrance , ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Housekeeping,(FZ3) Hand Luggage,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Housekeeping,(FZ3) Hand Luggage,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ3) Tender.Lobby ,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Aura,4,Housekeeping,(FZ3) Tender.Lobby ,Bulkhead STBD, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Housekeeping,(FZ2) Hand Luggage,Bulkhead PORT, ,STD,QRC
Aroya,ARCR-AROY,ARCR,AROY,Genus ILT30,4,Housekeeping,(FZ2) Hand Luggage,Bulkhead STBD, ,STD,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-10 (LED),8,Galley,Rock Chopper Buffet ,Dish Wash,Jul-24,LED,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-60,5,Galley,Main Galley,Dish Wash FWD, ,STD,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-60,5,Galley,Main Galley,Dish Wash AFT, ,STD,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-60,1,Provisions,Provision Storage,Crew Elevator, ,STD,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,Wall Fly White (LED),5,Restaurant,Gentoo Restaurant,Entrance AFT,Jul-24,LED,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,Wall Fly White (LED),5,Restaurant,Gentoo Restaurant,Entrance STBD,Jul-24,LED,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-10 (LED),3,Recycling_Centre,Separation Room,Separation Station,Jul-24,LED,QRC
Sylvia Earle,AUEX-EARL,AUEX,EARL,GLU-10 (LED),3,Recycling_Centre,Processing Area,Glass Crusher,Jul-24,LED,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,5,Galley,Galley,Pot Wash, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,5,Galley,Galley,Plate Wash, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,Fly Shield 2,3,Messes,Crew Mess,Portholes, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,Fly Shield 2,3,Messes,Crew Mess,Entrance, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,3,Provisions,Loading Bay,Shell Door (LHS), ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,3,Provisions,Loading Bay,Shell Door (RHS), ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,1,Provisions,Lobby,Temperature Panel, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,5,Restaurant,Galley,Restaurant Service, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,GLU-60,3,Garbage,Garbage Sorting,Wash Hand Basin (RHS), ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,Fly Shield 2,3,Deck,Mud Room,Port, ,STD,QRC
Greg Mortimer,AUEX-GMOR,AUEX,GMOR,Fly Shield 2,3,Deck,Mud Room,Starboard, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis 1 x 2,10,Galley,Speciality Galley,Bulkhead AFT, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis 1 x 2,9,Galley,Stairwell,Bulkhead PORT, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis Uplighter,4,Galley,Staff Mess,Dirty Area, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis 1 x 2,4,Galley,Pantry,Entrance, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis 1 x 2,4,Galley,Butchers,Entrance, ,STD,QRC
Azamara Journey,AZAM-JOUR,AZAM,JOUR,Mantis 1 x 2,3,Galley,Crew Mess,Entrance PORT, ,STD,QRC
